2200,Seria 3,sedan,2000,Diesel,290000
5600,Seria 5,sedan,2007,Diesel,320000
2300,Seria 3,sedan,Diesel
58500,Seria 7,sedan,2020,Diesel,170000
4050,Seria 3,sedan,2007,Diesel,255000
3650,Seria 3,sedan,2005,Diesel,339000
6150,Seria 3,sedan,2010,Diesel,28900
18000,Seria 7,sedan,2013,Diesel,150000
5750,Seria 5,sedan,2008,Diesel,270000
40500,Seria 7,sedan,2017,Diesel,220000
5950,Seria 5,sedan,2006,Diesel,258000
10990,Seria 7,sedan,2011,Diesel,290000
12690,Seria 5,sedan,2013,Diesel,245000
5200,Seria 5,sedan,2006,Diesel,260000
1000,Seria 5,sedan,2000,Diesel,440000
4800,Seria 3,sedan,2005,Diesel,305000
11850,Seria 5,sedan,2011,Diesel,266000
53990,Seria 7,sedan,2018,Diesel,89000
15500,Seria 3,sedan,2014,Diesel,148000
3900,Seria 5,sedan,2004,Diesel,321546
14999,Seria 5,sedan,2014,Diesel,190000
12000,Seria 5,sedan,2011,Diesel,250000
12500,Seria 5,sedan,2010,Diesel,263000
14790,Seria 3,sedan,2012,Diesel,197770
13600,Seria 4,sedan,2015,Diesel,196000
7000,Seria 3,sedan,2007,Diesel,250000
5999,Seria 3,sedan,2008,Diesel,328936
3999,Seria 5,sedan,2004,Diesel,410000
12000,Seria 3,sedan,2012,Diesel,330000
19590,Seria 7,sedan,2012,Diesel,262500
12000,Seria 5,sedan,2014,Diesel,228400
85656.2,Seria 7,sedan,2021,Diesel,22643
31890,Seria 6,sedan,2015,Diesel,86000
14000,Seria 3,sedan,2015,Diesel,225300
13800,Seria 5,sedan,2013,Diesel,291254
5990,Seria 3,sedan,2007,Diesel,280000
7990,Seria 5,sedan,2009,Diesel,203000
13490,Seria 3,sedan,2014,Diesel,199900
25990,Seria 5,sedan,2017,Diesel,171000
20000,Seria 3,sedan,2018,Diesel,196000
98000,X6,sedan,2022,Diesel,1800
59059.7,Seria 5,sedan,2021,Diesel,22073
12300,Seria 5,sedan,2011,Diesel,257000
15999,Seria 5,sedan,2014,Diesel,255000
15850,Seria 5,sedan,2012,Diesel,206000
4900,Seria 3,sedan,2005,Diesel,363000
11999,Seria 5,sedan,2012,Diesel,196000
6790,Seria 5,sedan,2009,Diesel,277000
6999,Seria 5,sedan,2009,Diesel,255000
6999,Seria 3,sedan,2009,Diesel,240000
2300,Seria 3,sedan,2001,Diesel,210000
30249.8,Seria 5,sedan,2017,Diesel,147680
5500,Seria 5,sedan,2007,Diesel,340000
10500,Seria 3,sedan,2012,Diesel,257000
680,Seria 3,sedan,2002,Diesel,1680000
2999,Seria 3,sedan,2003,Diesel,216000
42007,Seria 5,sedan,2018,Diesel,44000
11950,Seria 5,sedan,2011,Diesel,299000
7200,Seria 5,sedan,2009,Diesel,300000
12400,Seria 5,sedan,2011,Diesel,265000
10500,Seria 5,sedan,2011,Diesel,300040
